hanja|hangul|english|hidden_index
遠心分離機|원심분리기|centrifugal machine| 遠 心 分 離 機  
龍舌蘭|용설란|century plant| 龍 舌 蘭    
陶藝|도예|ceramics| 陶 藝     
窯業|요업|ceramics| 窯 業     
小腦|소뇌|cerebellum| 小 腦     
腦貧血|뇌빈혈|cerebral anemia| 腦 貧 血    
腦脊髓液|뇌척수액|cerebrospinal fluid| 腦 脊 髓 液   
腦脊髓膜炎|뇌척수막염|cerebrospinal meningitis| 腦 脊 髓 膜 炎  
大腦|대뇌|cerebrum| 大 腦     
儀式|의식적인|ceremonial| 儀 式     
式典|식전|ceremony| 式 典     
儀式|의식|ceremony| 儀 式     
休止|휴지|cessation| 休 止     
連鎖|연쇄|chain| 連 鎖     
連鎖店|연쇄점|chain store| 連 鎖 店    
椅子|의자|chair| 椅 子     
講座|강좌|chair| 講 座     
議長|의장|chairman| 議 長     
會長|회장|chairman| 會 長     
挑戰|도전하다|challenge| 挑 戰     
挑戰者|도전자|challenger| 挑 戰 者    
侍從|시종|chamberlain| 侍 從     
機會|기회|chance| 機 會     
好機|호기|chance| 好 機     
契機|계기|chance| 契 機     
偶然|우연|chance| 偶 然     
變化|변화하다|change| 變 化     
變化|변화|change| 變 化     
變遷|변천|change| 變 遷     
交替|교체|change| 交 替     
水路|수로|channel| 水 路     
海峽|해협|channel| 海 峽     
聖歌|성가|chant| 聖 歌     
無秩序|무질서|chaos| 無 秩 序    
分會|분회|chapter| 分 會     
氣質|기질|character| 氣 質     
品性|품성|character| 品 性     
人格|인격|character| 人 格     
文字|문자|character| 文 字     
人物|인물|character| 人 物     
特質|특질|characteristic| 特 質     
特性|특성|characteristic| 特 性     
特色|특색|characteristic| 特 色     
木炭|목탄|charcoal| 木 炭     
告發|고발하다|charge| 告 發     
突進|돌진하다|charge| 突 進     
電荷|전하|charge| 電 荷     
擔當|담당|charge| 擔 當     
代價|대가|charge| 代 價     
料金|요금|charge| 料 金     
負擔|부담|charge| 負 擔     
突進|돌진|charge| 突 進     
慈悲|자비|charity| 慈 悲     
博愛|박애|charity| 博 愛     
魅力|매력|charm| 魅 力     
魔力|마력|charm| 魔 力     
呪文|주문|charm| 呪 文     
魅惑|매혹하다|charm| 魅 惑     
圖表|도표|chart| 圖 表     
追跡|추적하다|chase| 追 跡     
膺懲|응징|chastisement| 膺 懲     
純潔|순결|chastity| 純 潔     
貞淑|정숙|chastity| 貞 淑     
確認|확인하다|check| 確 認     
沮止|저지|check| 沮 止     
防止|방지|check| 防 止     
沮止|저지하다|check| 沮 止     
照査|조사하다|check| 照 査     
化學者|화학자|chemist| 化 學 者    
化學|화학|chemistry| 化 學     
胸郭|흉곽|chest| 胸 郭     
水痘|수두|chicken pox| 水 痘     
長官|장관|chief| 長 官     
頭目|두목|chief| 頭 目     
凍傷|동상|chilblain| 凍 傷     
幼兒|유아|child| 幼 兒     
幼年|유년|childhood| 幼 年     
冷氣|냉기|chill| 冷 氣     
寒氣|한기|chill| 寒 氣     
惡寒|오한|chill| 惡 寒     
磁器|자기|china| 磁 器     
選擇權|선택권|choice| 選 擇 權    
合唱|합창|chorus| 合 唱     
合唱|합창하다|chorus| 合 唱     
彩度|채도|chroma| 彩 度     
年表|연표|chronology| 年 表     
菊花|국화|chrysanthemum| 菊 花     
桂皮|계피|cinnamon| 桂 皮     
圓陣|원진|circle| 圓 陣     
回線|회선|circuit| 回 線     
回報|회보|circular| 回 報     
循環|순환|circulation| 循 環     
流布|유포|circulation| 流 布     
外心|외심|circumcenter| 外 心     
割禮|할례|circumcision| 割 禮     
圓周|원주|circumference| 圓 周     
周邊|주변|circumference| 周 邊     
周圍|주위|circumference| 周 圍     
卷積雲|권적운|cirrocumulus| 卷 積 雲    
引用|인용|citation| 引 用     
召喚|소환하다|cite| 召 喚     
國民|국민|citizen| 國 民     
市民|시민|citizen| 市 民     
住民|주민|citizen| 住 民     
都會|도회|city| 都 會     
市議會|시의회|city council| 市 議 會    
民法|민법|civil law| 民 法     
民權|민권|civil rights| 民 權     
內亂|내란|civil war| 內 亂     
內戰|내전|civil war| 內 戰     
非戰鬪員|비전투원|civilian| 非 戰 鬪 員   
開化|개화|civilization| 開 化     
文明|문명|civilization| 文 明     
請求|청구|claim| 請 求     
要求者|요구자|claimant| 要 求 者    
透視|투시|clairvoyance| 透 視     
千里眼|천리안|clairvoyance| 千 里 眼    
一門|일문|clan| 一 門     
閥族|벌족|clan| 閥 族     
部類|부류|class| 部 類     
古典|고전적인|classic| 古 典     
古典|고전|classic| 古 典     
種別|종별|classification| 種 別     
級友|급우|classmate| 級 友     
粘土|점토|clay| 粘 土     
淸掃|청소|cleaning| 淸 掃     
淨化|정화|cleanup| 淨 化     
書記|서기|clerk| 書 記     
店員|점원|clerk| 店 員     
絶壁|절벽|cliff| 絶 壁     
絶頂|절정|climax| 絶 頂     
極点極點|극점|climax| 極 点 極 點   
上昇|상승하다|climb| 上 昇     
騰貴|등귀하다|climb| 騰 貴     
登攀|등반하다|climb| 登 攀     
上昇|상승하는|climbing| 上 昇     
抱擁|포옹하다|clinch| 抱 擁     
陰核|음핵|clitoris| 陰 核     
完了|완료하다|close| 完 了     
締結|체결하다|close| 締 結     
終結|종결|close| 終 結     
閉回路|폐회로|closed circuit| 閉 回 路    
閉鎖|폐쇄|closing| 閉 鎖     
閉鎖|폐쇄|closure| 閉 鎖     
衣服|의복|clothes| 衣 服     
衣類|의류|clothing| 衣 類     
棍棒|곤봉|club| 棍 棒     
亂雜|난잡|clutter| 亂 雜     
石炭|석탄|coal| 石 炭     
炭鑛|탄광|coal mine| 炭 鑛     
炭坑|탄갱|coal mine| 炭 坑     
採炭|채탄|coal mining| 採 炭     
炭層|탄층|coal seam| 炭 層     
合體|합체하다|coalesce| 合 體     
炭田|탄전|coalfield| 炭 田     
聯立|연립|coalition| 聯 立     
沿岸|연안|coast| 沿 岸     
海岸|해안|coast| 海 岸     
海岸線|해안선|coastline| 海 岸 線    
球菌|구균|coccus| 球 菌     
略號|약호|code| 略 號     
暗號|암호|code| 暗 號     
成文化|성문화|codification| 成 文 化    
共編者|공편자|coeditor| 共 編 者    
認識|인식|cognizance| 認 識     
同棲|동서|cohabitation| 同 棲     
硬貨|경화|coin| 硬 貨     
符合|부합|coincidence| 符 合     
冷氣|냉기|cold| 冷 氣     
冷戰|냉전|cold war| 冷 戰     
寒波|한파|cold wave| 寒 波     
協同|협동|collaboration| 協 同     
合作|합작|collaboration| 合 作     
共著|공저|collaboration| 共 著     
逮捕|체포하다|collar| 逮 捕     
鎖骨|쇄골|collarbone| 鎖 骨     
收集|수집|collection| 收 集     
集合的|집합적인|collective| 集 合 的    
衝突|충돌|collision| 衝 突     
結託|결탁|collusion| 結 託     
通謀|통모|collusion| 通 謀     
結腸|결장|colon| 結 腸     
植民地|식민지|colony| 植 民 地    
顔料|안료|colorant| 顔 料     
圓柱|원주|column| 圓 柱     
縱隊|종대|column| 縱 隊     
縱陣|종진|column| 縱 陣     
戰鬪|전투|combat| 戰 鬪     
結合|결합|combination| 結 合     
配合|배합|combination| 配 合     
團結|단결|combination| 團 結     
聯合|연합|combination| 聯 合     
結合|결합하다|combine| 結 合     
可燃性|가연성|combustibility| 可 燃 性    
可燃物|가연물|combustible| 可 燃 物    
燃燒|연소|combustion| 燃 燒     
復歸|복귀|comeback| 復 歸     
喜劇|희극|comedy| 喜 劇     
彗星|혜성|comet| 彗 星     
慰安|위안하다|comfort| 慰 安     
慰安者|위안자|comforter| 慰 安 者    
命令|명령하다|command| 命 令     
指揮|지휘하다|command| 指 揮     
命令|명령|command| 命 令     
指揮|지휘|command| 指 揮     
記念|기념|commemoration| 記 念     
開始|개시하다|commence| 開 始     
開始|개시|commencement| 開 始     
註釋|주석하다|comment| 註 釋     
註釋|주석|commentary| 註 釋     
商業|상업|commerce| 商 業     
通商|통상|commerce| 通 商     
交易|교역|commerce| 交 易     
營利的|영리적인|commercial| 營 利 的    
商法|상법|commercial law| 商 法     
同情|동정하다|commiserate| 同 情     
任命|임명|commission| 任 命     
職權|직권|commission| 職 權     
手數料|수수료|commission| 手 數 料    
口錢|구전|commission| 口 錢     
委任|위임하다|commission| 委 任     
將校|장교|commissioned officer| 將 校     
委託|위탁하다|commit| 委 託     
言質|언질|commitment| 言 質     
商品|상품|commodity| 商 品     
准將|준장|commodore| 准 將     
公分母|공분모|common denominator| 公 分 母    
公倍數|공배수|common multiple| 公 倍 數    
常識|상식|common sense| 常 識     
平民|평민|commoner| 平 民     
共通|공통|commonness| 共 通     
連邦|연방|commonwealth| 連 邦     
動搖|동요|commotion| 動 搖     
傳達|전달|communication| 傳 達     
通信|통신|communication| 通 信     
聯絡|연락|communication| 聯 絡     
共産主義|공산주의|communism| 共 産 主 義   
交換|교환하다|commute| 交 換     
契約|계약|compact| 契 約     
伴侶|반려|companion| 伴 侶     
同伴者|동반자|companion| 同 伴 者    
交際|교제|company| 交 際     
同伴|동반|company| 同 伴     
會社|회사|company| 會 社     
商會|상회|company| 商 會     
尉官|위관|company officer| 尉 官     
對照|대조|comparison| 對 照     
比較|비교|comparison| 比 較     
同情心|동정심|compassion| 同 情 心    
同胞|동포|compatriot| 同 胞     
賠償|배상|compensation| 賠 償     
競爭|경쟁|competition| 競 爭     
競爭者|경쟁자|competition| 競 爭 者    
競爭者|경쟁자|competitor| 競 爭 者    
編輯|편집|compilation| 編 輯     
不平|불평|complaint| 不 平     
告訴|고소|complaint| 告 訴     
餘角|여각|complementary angle| 餘 角     
完成|완성하다|complete| 完 成     
完成|완성|completion| 完 成     
完了|완료|completion| 完 了     
複合|복합|complex| 複 合     
追從|추종|compliance| 追 從     
餘病|여병|complication| 餘 病     
共謀|공모|complicity| 共 謀     
共犯|공범|complicity| 共 犯     
連累|연루|complicity| 連 累     
構成|구성|composition| 構 成     
組版|조판|composition| 組 版     
合成|합성|composition| 合 成     
構圖|구도|composition| 構 圖     
堆肥|퇴비|compost| 堆 肥     
沈着|침착|composure| 沈 着     
化合物|화합물|compound| 化 合 物    
合成|합성하다|compound| 合 成     
複利|복리|compound interest| 複 利     
複葉|복엽|compound leaf| 複 葉     
理解|이해|comprehension| 理 解     
包含|포함|comprehension| 包 含     
內包|내포|comprehension| 內 包     
包括的|포괄적인|comprehensive| 包 括 的    
妥協|타협|compromise| 妥 協     
和解|화해|compromise| 和 解     
妥協|타협하다|compromise| 妥 協     
和解|화해하다|compromise| 和 解     
義務的|의무적인|compulsory| 義 務 的    
計算機|계산기|computer| 計 算 機    
同志|동지|comrade| 同 志     
凹面|요면|concavity| 凹 面     
隱蔽|은폐|concealment| 隱 蔽     
隱匿|은닉|concealment| 隱 匿     
潛伏|잠복|concealment| 潛 伏     
集中|집중|concentration| 集 中     
槪念|개념|concept| 槪 念     
構想|구상|conception| 構 想     
受胎|수태|conception| 受 胎     
關心|관심|concern| 關 心     
配慮|배려|concern| 配 慮     
合奏|합주|concert| 合 奏     
協奏曲|협주곡|concerto| 協 奏 曲    
利權|이권|concession| 利 權     
租界|조계|concession| 租 界     
外耳|외이|concha| 外 耳     
懷柔|회유|conciliation| 懷 柔     
結末|결말|conclusion| 結 末     
終局|종국|conclusion| 終 局     
結論|결론|conclusion| 結 論     
歸結|귀결|conclusion| 歸 結     
和合|화합|concord| 和 合     
凝縮|응축|condensation| 凝 縮     
煉乳|연유|condensed milk| 煉 乳     
調味料|조미료|condiment| 調 味 料    
哀悼|애도|condolence| 哀 悼     
行動|행동하다|conduct| 行 動     
傳導|전도|conduction| 傳 導     
指揮者|지휘자|conductor| 指 揮 者    
共謀者|공모자|confederate| 共 謀 者    
聯邦|연방|confederation| 聯 邦     
協議|협의|conference| 協 議     
會議|회의|conference| 會 議     
自白|자백|confession| 自 白     
告白|고백|confession| 告 白     
信任|신임하다|confide| 信 任     
信託|신탁하다|confide| 信 託     
信任|신임|confidence| 信 任     
信用|신용|confidence| 信 用     
確信|확신|confidence| 確 信     
幽閉|유폐|confinement| 幽 閉     
監禁|감금|confinement| 監 禁     
確認|확인|confirmation| 確 認     
押收|압수|confiscation| 押 收     
鬪爭|투쟁|conflict| 鬪 爭     
衝突|충돌하다|conflict| 衝 突     
一致|일치|conformity| 一 致     
直面|직면|confrontation| 直 面     
對立|대립|confrontation| 對 立     
混同|혼동|confusion| 混 同     
混亂|혼란|confusion| 混 亂     
昏迷|혼미|confusion| 昏 迷     
先天的|선천적인|congenital| 先 天 的    
祝賀|축하|congratulation| 祝 賀     
慶賀|경하|congratulation| 慶 賀     
會衆|회중|congregation| 會 衆     
議會|의회|congress| 議 會     
推測|추측|conjecture| 推 測     
推測|추측하다|conjecture| 推 測     
臆測|억측하다|conjecture| 臆 測     
結膜炎|결막염|conjunctivitis| 結 膜 炎    
含蓄|함축|connotation| 含 蓄     
內包|내포|connotation| 內 包     
征服|정복|conquest| 征 服     
良心|양심|conscience| 良 心     
意識|의식|consciousness| 意 識     
奉獻|봉헌|consecration| 奉 獻     
連續|연속적인|consecutive| 連 續     
同意|동의하다|consent| 同 意     
承諾|승낙하다|consent| 承 諾     
同意|동의|consent| 同 意     
承諾|승낙|consent| 承 諾     
同意|동의자|consent| 同 意     
結果|결과|consequence| 結 果     
保存|보존|conservation| 保 存     
顧慮|고려|consideration| 顧 慮     
考察|고찰|consideration| 考 察     
委任|위임하다|consign| 委 任     
託送|탁송|consignment| 託 送     
慰藉|위자|consolation| 慰 藉     
子音|자음|consonant| 子 音     
子音|자음자|consonant| 子 音     
陰謀|음모|conspiracy| 陰 謀     
謀議|모의|conspiracy| 謀 議     
共謀者|공모자|conspirator| 共 謀 者    
節操|절조|constancy| 節 操     
常數|상수|constant| 常 數     
星座|성좌|constellation| 星 座     
體格|체격|constitution| 體 格     
憲法|헌법|constitution| 憲 法     
政體|정체|constitution| 政 體     
收縮|수축|constriction| 收 縮     
建造|건조|construction| 建 造     
建設|건설|construction| 建 設     
建築|건축|construction| 建 築     
築造|축조|construction| 築 造     
構造|구조|construction| 構 造     
建設的|건설적인|constructive| 建 設 的    
領事|영사|consul| 領 事     
領事館|영사관|consulate| 領 事 館    
相談|상담|consultation| 相 談     
協議|협의|consultation| 協 議     
參照|참조|consultation| 參 照     
消費者|소비자|consumer| 消 費 者    
消費|소비|consumption| 消 費     
接觸|접촉|contact| 接 觸     
牽制|견제하다|contain| 牽 制     
容器|용기|container| 容 器     
汚染|오염|contamination| 汚 染     
蔑視|멸시|contempt| 蔑 視     
侮辱|모욕|contempt| 侮 辱     
侮蔑|모멸|contempt| 侮 蔑     
